Kevin Campbell$Stormfen Family$Robert Sanchez                                   $7{William Perez,George Black,Michael Wright,Stephen Young,Kenneth Scott,Scott Wright,jvtTrwDWgnVrkcX,Stephen Collins,Robert Walker,George Carter,Kenneth Carter,Benjamin Adams,Charles Murphy,Andrew Hill,Paul Black,Edward Carter,Michael Murphy}$Larry Adams|Joseph Bell|David Phillips|Jacob Howard|Samuel Reed|Kenneth Hill|Matthew Edwards|Samuel Sanchez|Michael Bell|Scott Baker|James Howard|Steven Roberts|Ryan Hill|Joseph Sanchez|Joshua Mitchell|Anthony Cooper|Jeffrey Stewart
Richard King$Coldmoor Family$George Black                                     $4{Charles Morgan,Scott Reed,Robert Hill,Robert Walker,n}$Jason Evans|Ryan Perez|Michael Roberts|Jacob Howard|Larry Bell|Samuel Sanchez|Kenneth White|James Howard|Eric Sanchez|Joseph Bell|Kenneth Perez
Ronald Cook$Ruinfall Family$Kenneth Scott                                    $3{Matthew Cook,Robert Morgan,Joshua Mitchell,Kenneth Carter,William Perez,Ronald Green,Daniel Roberts,fEhbVynKjDXHYvkPwFaBerY,Nicholas Green}$Brandon Stone|Joseph Stewart|Kenneth Stone|Joseph Roberts|Gary Adams|Kenneth Perez|Paul Bailey|Paul Carter
Benjamin Adams$Ironshade Family$Charles Murphy                                   $6{Mark White,Ronald Green,James Howard,Kenneth Stone,Charles White,Joseph Roberts,Michael Collins,Jeffrey Perez,Scott Reed,Richard Stone,-n,Michael Wright,Brian Bailey,Joseph Stewart,Charles Walker,Scott Wright,Michael Bell,Stephen Collins}$Eric Collins|Jason Evans|Larry Bell|Robert Hill|Richard Parker|Jacob Howard|Robert Sanchez|Nicholas Green|Kenneth White|Kenneth Sanchez|Stephen Young|Steven Roberts|Robert Walker
Mark Stewart$Bleakspire Family$Jason Parker                                     $2{Kenneth Hill,Benjamin Wright,--nQd,Kenneth Sanchez,Brandon Stone}$Ryan Hill|Brian Morris|Charles Murphy|Robert Perez|Matthew Edwards|Robert Hill|Scott Wright|Brian Bailey|Michael Bell
Eric Collins$Grimshade Family$Richard Stone                                    $4{Robert Walker,Matthew Cook,George Black,Matthew Edwards,William Campbell,Charles Murphy,Larry Stewart,Jeffrey Stewart,Larry Adams,Kenneth Sanchez,Ronald Green,bRIkoQfpDKuiYTKlnNwtZwbK,Donald Roberts,Jeffrey Perez,Joshua Mitchell,Kenneth Perez,Jason Parker}$Brian Bailey|Andrew White|Andrew Hill|Scott Reed|Charles Walker|Anthony Cooper|Kenneth White|Justin Perez|Michael Wright|Paul Hill|Joseph Roberts
Joshua Mitchell$Coldmoor Family$Larry Lopez                                      $5{David Phillips,Robert Young,Samuel Edwards,Kevin Cooper,RcC.AK-nXwX}$Brian Morris|Edward Carter|Paul Black
Brandon Stone$Frostscar Family$Michael Collins                                  $8{William Black,Gary Adams,Paul Bailey,Justin Perez,Jason Evans,Larry Stewart,Paul Hill,Charles Murphy,Robert Perez,Charles Morgan,Matthew Edwards,David Phillips,Kevin Cooper,Charles Walker,Michael Bell,LHxYHYnKk.aw}$Robert Morgan|Kenneth White|William Campbell|Samuel Reed|Jacob Howard|James Howard|Benjamin Wright|Robert Hill|Steven Roberts
Jonathan Turner$Frostglen Family$Robert Perez                                     $7{Brian Morris,Charles White,Paul Hill,Benjamin Wright,Matthew Edwards,Joseph Stewart,Jacob Howard,Michael Murphy,Ryan Perez,Michael Roberts,Charles Murphy,YgXUdjnrGcbHDLqH,Jason Parker}$William Black|Mark White|Edward Carter|Robert Morgan
Michael Collins$Bloodwick Family$Paul Bailey                                      $4{Edward Carter,Charles Morgan,Robert Hill,Kenneth Stone,Larry Lopez,JndItKgAdETIMxZJpZ.,Larry Stewart,Richard Parker,Michael Bell}$Joseph Roberts|Paul Hill|Paul Bailey|Charles White|Robert Sanchez
Charles White$Deadfall Family$Jeffrey Baker                                    $5{Kenneth Scott,Daniel Adams,Scott Perez,nCF,Robert Young,Donald Wright,Samuel Reed,Larry Bell,Justin Perez,Michael Roberts,Kevin Cooper,Robert Sanchez,Anthony Cooper}$Paul Black|Samuel Edwards|Jason Parker|Donald Roberts|Larry Adams|Kenneth Perez|Gary Adams|Matthew Edwards|William Black|Matthew Cook|Jeffrey Perez|Joseph Sanchez|Jeffrey Baker|Charles Morgan|Brian Carter|Kenneth Hill|Kenneth Sanchez|Benjamin Wright|Ryan Hill
Michael Roberts$Wolfsbane Family$William Campbell                                 $2{Paul Bailey,AwfoqjArmqczneBuBkzGFYN,Stephen Collins}$Eric Sanchez|Andrew Hill|Scott Perez|Kenneth Perez|Eric Stewart|Robert Morgan|Ronald Green|Kenneth Scott|Paul Hill|Brian Carter|Brian Bailey|Stephen Young
Edward Carter$Wolfsbane Family$Paul Bailey                                      $4{Charles Morgan,Brian Morris,Michael Wright,BUveKeUCFLUE-oIhehUmon,Jeffrey Baker}$George Carter|Paul Hill
George Carter$Coldwick Family$Mark Stewart                                     $6{Andrew Hill,Kenneth White,Gary Adams,Robert Young,Justin Perez,fTnemXWtXf-KHxuweBNHkBr,Robert Morgan,Andrew White,Mark White,Paul Black,Ryan Hill,Samuel Edwards,Stephen Young,Paul Hill,Joseph Sanchez,Michael Bell,Samuel Sanchez}$Robert Walker|Anthony Cooper|Stephen Collins|Scott Perez|Charles Murphy|Robert Hill|Joseph Bell|Kenneth Hill|Joseph Harris|Kenneth Carter|Kevin Cooper
Andrew White$Ashenholt Family$Michael Murphy                                   $6{fzRTz DtAYjngUGLe,Paul Hill}$Eric Stewart|Michael Murphy|Robert Perez|Paul White|Ronald Green|William Campbell|Brian Morris|Samuel Reed|James Howard|Ryan Perez|Kenneth Scott|David Phillips|Robert Morgan|Anthony Cooper|Brian Bailey
William Perez$Dreadmoor Family$Joseph Sanchez                                   $4{Kevin Cooper,Donald Roberts,Paul Carter,William Campbell,William Black,Justin Perez,NxxUnw}$Jacob Howard|Paul Hill|Matthew Edwards|Brian Morris|Samuel Reed|Larry Stewart|Larry Lopez|Robert Walker|Daniel Adams|Joseph Sanchez|Paul Black|Richard Stone|Jeffrey Perez|Mark White|Benjamin Wright|Michael Wright|Joseph Roberts|Scott Baker
James Howard$Wraithmoor Family$Paul Hill                                        $7{Kenneth Sanchez,Kenneth White,Ryan Hill,WIPAmt.Enrl,Robert Perez,Jason Parker}$Stephen Young|Scott Wright|Jeffrey Perez|Michael Wright|Matthew Cook|Steven Roberts|Kenneth Carter|Charles Walker|Brian Carter|Kevin Cooper|Daniel Adams
William Campbell$Blackfall Family$Jonathan Turner                                  $1{Charles Murphy,Paul Hill,Daniel Roberts,Larry Adams,Andrew Hill,Kenneth Scott,Robert Hill,Charles Morgan,vtDynPv.RWuSbgyAGfWKdAQ}$Jeffrey Baker|Jacob Howard|Samuel Edwards|Eric Stewart
Jason Parker$Wolfsbane Family$William Perez                                    $3{Larry Bell,YWkRPnC,Matthew Edwards,Scott Perez}$Samuel Edwards|Michael Bell|Robert Young|Mark White
George Black$Coldmoor Family$Charles Walker                                   $7{Jacob Howard,EHrvnXSaAHswwX,Paul Black}$William Black|Larry Bell|Brian Carter|Joseph Bell|Kevin Cooper|Eric Stewart|Robert Walker|Benjamin Wright|Larry Lopez|Ronald Green|Charles Morgan
Ryan Hill$Nightspire Family$Brian Carter                                     $5{Joseph Bell,Joseph Roberts,Kenneth Carter,Mark White,William Black,Donald Wright,Robert Sanchez,Kenneth Hill,Robert Walker,Nicholas Green}$Daniel Adams|Kenneth Perez|Donald Roberts|Michael Bell|Paul Bailey|Daniel Roberts|Larry Bell|David Phillips|Robert Young|Charles Murphy|Joseph Harris|Kevin Cooper|Eric Sanchez|Matthew Edwards|Richard Parker
Robert Perez$Ashcroft Family$Scott Wright                                     $6{Joseph Harris,Samuel Edwards,Michael Wright,Paul Hill,Jacob Howard,Brian Bailey,Samuel Sanchez,Eric Sanchez,Scott Perez,Andrew Hill,Joseph Roberts,Gary Adams,Jeffrey Perez,William Black,Paul Carter,Matthew Cook,Anthony Cooper,Kevin Cooper,Paul White}$David Phillips|Jason Evans|Michael Murphy|Steven Roberts
William Black$Rotvale Family$Joseph Stewart                                   $8{Stephen Collins,Kenneth White,Robert Young,Kenneth Perez,Brian Bailey,Jacob Howard,Samuel Edwards,Donald Wright,Richard Parker}$Richard Stone|Scott Perez|Scott Baker|Kenneth Stone|Benjamin Wright|Scott Wright|Samuel Sanchez|Daniel Adams|Robert Morgan|David Phillips|Joseph Harris|Justin Perez|Matthew Cook|Anthony Cooper
Gary Adams$Blackwick Family$Anthony Cooper                                   $4{Joseph Stewart,Robert Morgan,Samuel Sanchez,Michael Murphy}$Brian Morris|Ryan Perez|Jeffrey Baker|Steven Roberts|Joseph Harris|Andrew Hill|Samuel Reed|Jacob Howard|Kenneth Hill|Scott Reed|Kenneth White|Jason Evans|David Phillips|Benjamin Wright|Ronald Green|Eric Sanchez
Brian Bailey$Grimwald Family$Stephen Collins                                  $1{Jeffrey Baker,Kenneth White,Jacob Howard,Joseph Bell,Charles Murphy,Brian Morris,Richard Parker,Justin Perez,Eric Sanchez,Charles Walker,Robert Young,Brian Carter,Paul Bailey,Samuel Reed,Matthew Edwards,Paul Hill}$Scott Perez|Daniel Roberts|Robert Morgan|Jeffrey Perez|Donald Wright|Stephen Young|Ronald Green|Robert Sanchez|Kenneth Sanchez|Joseph Roberts|Robert Walker|Larry Lopez
Michael Murphy$Ashenrow Family$Justin Perez                                     $6{Jacob Howard,Joseph Sanchez,Joseph Stewart,Kenneth Scott,Robert Morgan,Benjamin Wright,Samuel Sanchez,Nicholas Green}$Samuel Edwards|Robert Hill
Joseph Harris$Crowshade Family$Robert Young                                     $1{Kenneth Carter,Jeffrey Perez,Joseph Roberts,Ryan Perez,Ronald Green,Richard Parker,Samuel Edwards,Kenneth Hill}$Scott Perez|Jacob Howard|Kenneth Stone|Daniel Roberts|Eric Sanchez|Charles Morgan|Joseph Sanchez|Daniel Adams|Kenneth Scott|Samuel Reed|Robert Walker
Donald Wright$Ravenfall Family$Charles Walker                                   $8{Kenneth Perez,Larry Bell,Joseph Bell,Kenneth Carter,Kenneth Scott,David Phillips,Eric Stewart,Robert Morgan}$Joseph Sanchez|Joseph Roberts|Stephen Collins|Scott Baker|Samuel Reed|Anthony Cooper|Robert Hill|Paul Hill|Samuel Sanchez|Joseph Stewart|Jeffrey Perez|Charles Murphy|Daniel Roberts|Brian Morris|Larry Adams|Brian Carter|Nicholas Green|Paul Carter
Charles Morgan$Crowridge Family$Eric Sanchez                                     $0{Robert Hill,Robert Young,Mark White,Kenneth Scott,Michael Bell,Ryan Perez,Larry Bell,Ronald Green,Anthony Cooper,Stephen Young,Paul Bailey,Paul White,Jeffrey Baker,Joseph Bell,Scott Wright,Brian Morris}$Scott Reed|Kenneth Carter|Michael Wright|Matthew Edwards|Joseph Sanchez|Richard Parker
Samuel Reed$Deadspire Family$Charles Morgan                                   $4{Robert Walker,Paul Black,Paul Hill,Donald Roberts,Ryan Perez,Larry Bell,Scott Perez}$Andrew Hill|Benjamin Wright|David Phillips|Kenneth Hill|Larry Adams|Samuel Edwards
Scott Reed$Ruinfall Family$Robert Hill                                      $0{Kenneth Stone,Brian Morris,Richard Stone,Richard Parker,Charles Walker,Samuel Edwards}$Paul Hill|Robert Morgan|Justin Perez|Robert Hill|Michael Bell|David Phillips|Scott Wright|Scott Perez|Ronald Green|Paul Bailey|Jacob Howard|Joseph Roberts|Kenneth Hill|Kenneth Perez|Scott Baker|Kenneth Carter|Michael Wright|Mark White
Michael Bell$Deadspire Family$Jeffrey Baker                                    $5{Paul White,Daniel Roberts,Robert Walker,Benjamin Wright,Jeffrey Stewart,Kenneth Stone,Larry Stewart,Paul Carter,Richard Parker,Robert Morgan,Stephen Collins,Eric Sanchez,David Phillips,Matthew Edwards,Jason Evans,Larry Bell,Michael Wright,Kenneth Scott,Paul Hill}$Joseph Stewart|Justin Perez|Kenneth Hill|Kevin Cooper|Scott Perez|Samuel Edwards|Paul Black|Jeffrey Perez|Ronald Green|Kenneth White|Nicholas Green|Brian Morris|Stephen Young|Eric Stewart|Robert Young|Scott Wright|Daniel Adams|Richard Stone
Steven Roberts$Thornscar Family$Larry Stewart                                    $8{Andrew Hill,Jason Evans,Larry Lopez,Samuel Edwards,Daniel Adams,Scott Baker,Charles Murphy,Benjamin Wright,Scott Wright,Justin Perez,Joseph Stewart,Richard Parker,Michael Wright,Paul Carter,Nicholas Green,Jeffrey Perez,Ryan Perez,Kevin Cooper}$Robert Young|Joseph Bell|Anthony Cooper|Robert Sanchez|Matthew Edwards|Eric Sanchez|Kenneth Sanchez|Robert Walker|Jeffrey Stewart|Brian Carter
Robert Sanchez$Fangholt Family$Robert Walker                                    $1{Paul Black,Stephen Young,Robert Morgan,Scott Baker,Matthew Cook,Michael Wright,Robert Hill,Charles Murphy,Jeffrey Perez,Paul Carter,Donald Roberts,Matthew Edwards,Samuel Sanchez,Kenneth Sanchez,Joseph Sanchez,Kenneth Scott}$Paul Hill|Scott Wright|Eric Stewart|Andrew Hill|Benjamin Wright|Joseph Roberts
Robert Morgan$Crowridge Family$Kevin Cooper                                     $0{Larry Bell,Jeffrey Baker,Richard Parker,Charles Murphy,Scott Wright,Matthew Cook,Kenneth White,Brian Carter,Robert Walker,Samuel Sanchez,Andrew Hill,Kenneth Carter,Joseph Stewart,Samuel Edwards,Jeffrey Perez}$Daniel Roberts|Jacob Howard|Joseph Sanchez|Joseph Roberts|Paul White|Kenneth Hill|Nicholas Green|Joseph Bell|Paul Carter|Justin Perez|Benjamin Wright|Ryan Perez|Jason Evans|David Phillips|Charles Walker|Brian Morris|Jeffrey Stewart|Mark White
Scott Baker$Darkspire Family$Paul White                                       $8{Nicholas Green,Charles Walker,Kenneth Scott,Stephen Young,Jeffrey Perez,Andrew Hill,Scott Wright,Richard Parker,Larry Lopez,Mark White,Brian Carter,Stephen Collins,Paul Carter,Kenneth White,Robert Walker,Kenneth Hill}$Matthew Edwards|Samuel Sanchez|Brian Morris|Anthony Cooper|Larry Stewart|Jeffrey Stewart|Joseph Bell|Eric Stewart|Larry Bell
Kenneth Hill$Rotvale Family$Kenneth White                                    $5{Brian Morris,Paul Carter,Joseph Roberts,Joseph Stewart,Samuel Sanchez,Paul Black,Richard Stone,Kenneth Carter,Paul Bailey,Scott Perez,Jason Evans,Robert Hill,Eric Sanchez}$Kenneth Perez|Kenneth Scott|Robert Walker|Larry Adams|Donald Roberts|Larry Bell|Michael Wright|Ronald Green|Nicholas Green|Mark White
Eric Sanchez$Ironroot Family$Ryan Hill                                        $5{Brian Carter,Jeffrey Baker,Kenneth White}$Jacob Howard|Kenneth Sanchez|Stephen Young|Anthony Cooper|Ronald Green|Paul Carter
Scott Wright$Wolfsbane Family$Robert Sanchez                                   $7{Joseph Roberts,Kenneth Stone,Samuel Sanchez,Joseph Sanchez,Robert Walker,Stephen Collins,Samuel Edwards}$Jason Evans|Jeffrey Perez|Charles Walker|Joseph Bell|Kenneth Scott|Anthony Cooper|Kenneth Carter|Scott Perez|Justin Perez
Larry Lopez$Ironveil Family$Justin Perez                                     $1{Robert Hill,Mark White,Kenneth Carter}$Ronald Green|David Phillips|Donald Roberts|Kenneth Scott|Daniel Roberts|Stephen Collins|Samuel Sanchez|Jason Evans|Scott Perez|Charles Walker|Charles Murphy|Paul Carter|Matthew Edwards
Scott Perez$Coldspire Family$Larry Bell                                       $7{Robert Hill,Samuel Edwards,Matthew Cook,Eric Stewart,Ronald Green}$Jeffrey Perez|Brian Morris|Anthony Cooper|Michael Wright|Matthew Edwards|Paul Black|Brian Carter|Paul Carter|Kenneth Carter|Stephen Collins|Mark White|Stephen Young|Nicholas Green|Jeffrey Stewart|Paul Bailey|Jeffrey Baker|Daniel Roberts
Benjamin Wright$Deadmere Family$Charles White                                    $3{Michael Wright,Ronald Green,Jason Evans,Samuel Sanchez,Matthew Cook,Paul Carter,Joseph Bell,Joseph Roberts,Anthony Cooper}$Paul White|Donald Roberts|Larry Bell|Andrew Hill|Kenneth Perez|Stephen Collins|Daniel Adams|Robert Young|Kenneth Stone|Charles Murphy|David Phillips|Kenneth Sanchez|Richard Stone|Paul Black|Kevin Cooper|Kenneth Carter|Stephen Young|Nicholas Green|Robert Hill
Stephen Young$Gravefall Family$Larry Lopez                                      $1{Jeffrey Perez,Matthew Cook,Samuel Sanchez,Larry Stewart,Joseph Stewart,Robert Walker,Larry Bell}$Kenneth Perez|Donald Roberts|Justin Perez|Paul Hill|Kenneth Stone|Jacob Howard
Mark White$Rotwick Family$Charles Morgan                                   $3{Daniel Roberts,Samuel Sanchez,Charles Murphy,Paul White,Michael Wright,Joseph Bell,Matthew Edwards}$Robert Hill|Richard Parker|Kenneth Carter|Samuel Edwards|Kenneth Sanchez|Jacob Howard
Paul Black$Dreadspire Family$Andrew White                                     $8{Robert Young,Ryan Perez,Joseph Stewart,Kenneth Carter,Jeffrey Stewart,Jason Evans,Paul Bailey,Daniel Adams,Daniel Roberts,Kenneth Perez,Paul Hill,Anthony Cooper,Ronald Green,Donald Roberts}$Jeffrey Perez|Richard Parker|Kevin Cooper|Andrew Hill|Larry Adams|Larry Stewart|Eric Stewart|Brian Morris|Samuel Edwards|Joseph Sanchez|David Phillips|Charles Murphy|Jeffrey Baker
Paul Hill$Darkspire Family$Justin Perez                                     $8{Brian Carter,Paul White,Ronald Green,Samuel Sanchez,Kenneth Perez,Paul Carter,Anthony Cooper,Donald Roberts,Paul Bailey}$Larry Stewart|Brian Morris|Jeffrey Baker|Daniel Roberts|Joseph Roberts|Jeffrey Stewart|Stephen Collins|Larry Bell|Kenneth Scott|Charles Walker|Charles Murphy|Eric Stewart|Jason Evans|Samuel Edwards|Michael Wright|Kenneth Stone|Jacob Howard
Jacob Howard$Nightfen Family$Ryan Perez                                       $5{Samuel Sanchez,Richard Parker}$Paul Bailey|Samuel Edwards|Jason Evans|Kenneth Sanchez|Matthew Cook|Kenneth White|Brian Carter|Jeffrey Stewart|Kevin Cooper|Kenneth Stone|Jeffrey Perez|Eric Stewart|David Phillips|Nicholas Green
